imo,vessel_name,gross_tonnage,type,year_build,flag
9448023,EVRYDIKI,63864,Bulk Carrier,2010,Liberia (LBR)
9630793,EXCEL,91373,Bulk Carrier,2012,Singapore (SGP)
9756901,EXPLORER ASIA,43968,Bulk Carrier,2016,"Hong Kong, China (HKG)"
9717333,EXPLORER OCEANIA,43968,Bulk Carrier,2015,"Hong Kong, China (HKG)"
9861380,FABULOUS,94528,Bulk Carrier,2019,"Hong Kong, China (HKG)"
9481099,FADELSIA,23460,Bulk Carrier,2011,Liberia (LBR)
9652480,FAIR OCEAN,21220,Bulk Carrier,2013,Panama (PAN)
9575230,FAIRFIELD EAGLE,35828,Bulk Carrier,2013,Marshall Islands (MHL)
9628879,FAIRY ISLAND,12327,Bulk Carrier,2012,Panama (PAN)
9497529,FAITH,18722,Bulk Carrier,2012,Liberia (LBR)
9634701,FAKARAVA,107129,Bulk Carrier,2012,Malta (MLT)
9741724,FALCON BAY,25598,Bulk Carrier,2015,Isle of Man (IMN)
9720859,FALCON TRAMPER,36000,Bulk Carrier,2020,Liberia (LBR)
9717591,FALCON TRIDENT,36336,Bulk Carrier,2017,Liberia (LBR)
9717589,FALCON TRIUMPH,36336,Bulk Carrier,2016,Liberia (LBR)
9600621,FALKONERA,44252,Bulk Carrier,2012,Liberia (LBR)
9615779,FALMOUTH BAY,33126,Bulk Carrier,2014,Panama (PAN)
9785603,FARAH LOUISE,43062,Bulk Carrier,2017,Panama (PAN)
9648582,FAREAST HARMONY,33042,Bulk Carrier,2012,"Hong Kong, China (HKG)"
9649055,FAREAST HONESTY,33042,Bulk Carrier,2012,"Hong Kong, China (HKG)"
9513842,FAST,32795,Bulk Carrier,2012,Malta (MLT)
9579327,FATIH,23204,Bulk Carrier,2011,Malta (MLT)
9553062,FAYE,39737,Bulk Carrier,2010,Marshall Islands (MHL)
9766164,FEDERAL ALSTER,22947,Bulk Carrier,2016,Marshall Islands (MHL)
9697806,FEDERAL BALTIC,20789,Bulk Carrier,2015,Marshall Islands (MHL)
9697820,FEDERAL BARENTS,20789,Bulk Carrier,2015,Marshall Islands (MHL)
9697818,FEDERAL BEAUFORT,20789,Bulk Carrier,2015,Marshall Islands (MHL)
9697832,FEDERAL BERING,20789,Bulk Carrier,2015,Marshall Islands (MHL)
9697856,FEDERAL BISCAY,20789,Bulk Carrier,2015,Marshall Islands (MHL)
9697844,FEDERAL BRISTOL,20789,Bulk Carrier,2015,Marshall Islands (MHL)
9732163,FEDERAL CARDINAL,32750,Bulk Carrier,2015,Panama (PAN)
9671096,FEDERAL CARIBOU,20789,Bulk Carrier,2016,Marshall Islands (MHL)
9671101,FEDERAL CEDAR,20789,Bulk Carrier,2016,Marshall Islands (MHL)
9671058,FEDERAL CHAMPLAIN,20789,Bulk Carrier,2016,Marshall Islands (MHL)
9671060,FEDERAL CHURCHILL,20789,Bulk Carrier,2016,Marshall Islands (MHL)
9671072,FEDERAL CLYDE,20789,Bulk Carrier,2016,Marshall Islands (MHL)
9671084,FEDERAL COLUMBIA,20789,Bulk Carrier,2016,Marshall Islands (MHL)
9732151,FEDERAL CRIMSON,32750,Bulk Carrier,2015,Singapore (SGP)
9805245,FEDERAL DART,20763,Bulk Carrier,2018,Marshall Islands (MHL)
9805269,FEDERAL DEE,20763,Bulk Carrier,2018,Marshall Islands (MHL)
9805271,FEDERAL DELTA,20763,Bulk Carrier,2018,Marshall Islands (MHL)
9820972,FEDERAL IBERVILLE,35832,Bulk Carrier,2018,Panama (PAN)
9832705,FEDERAL IBUKI,35832,Bulk Carrier,2018,Panama (PAN)
9860647,FEDERAL ILLINOIS,35833,Bulk Carrier,2019,Panama (PAN)
9774331,FEDERAL IMABARI,35832,Bulk Carrier,2016,Panama (PAN)
9860582,FEDERAL INDUS,35832,Bulk Carrier,2019,Panama (PAN)
9866615,FEDERAL INNOKO,35828,Bulk Carrier,2020,Marshall Islands (MHL)
9782338,FEDERAL IRIS,35832,Bulk Carrier,2016,Panama (PAN)
9790842,FEDERAL ISLAND,35832,Bulk Carrier,2017,Panama (PAN)
9883015,FEDERAL IZUMI,35834,Bulk Carrier,2020,Panama (PAN)
9606053,FEDERAL KIBUNE,22866,Bulk Carrier,2012,Panama (PAN)
9668063,FEDERAL LYRA,31779,Bulk Carrier,2014,Panama (PAN)
9529578,FEDERAL MAYUMI,20465,Bulk Carrier,2012,Marshall Islands (MHL)
9838474,FEDERAL MONTREAL,20763,Bulk Carrier,2019,Marshall Islands (MHL)
9766188,FEDERAL MOSEL,22947,Bulk Carrier,2017,Marshall Islands (MHL)
9805257,FEDERAL NAGARA,20763,Bulk Carrier,2018,Marshall Islands (MHL)
9860415,FEDERAL OAK,34582,Bulk Carrier,2020,Liberia (LBR)
9853436,FEDERAL OSAKA,34582,Bulk Carrier,2020,Liberia (LBR)
9766176,FEDERAL RUHR,22947,Bulk Carrier,2017,Marshall Islands (MHL)
9595888,FEDERAL SABLE,24196,Bulk Carrier,2012,Marshall Islands (MHL)
9515101,FEDERAL SATSUKI,20465,Bulk Carrier,2012,Marshall Islands (MHL)
9606821,FEDERAL SEVERN,24196,Bulk Carrier,2012,Marshall Islands (MHL)
9595890,FEDERAL SKEENA,24196,Bulk Carrier,2012,Marshall Islands (MHL)
9606833,FEDERAL SKYE,24196,Bulk Carrier,2012,Marshall Islands (MHL)
9610456,FEDERAL SPEY,24196,Bulk Carrier,2012,Marshall Islands (MHL)
9610468,FEDERAL SPRUCE,24196,Bulk Carrier,2012,Marshall Islands (MHL)
9838462,FEDERAL ST LAURENT,20763,Bulk Carrier,2019,Marshall Islands (MHL)
9595917,FEDERAL SUTTON,24196,Bulk Carrier,2012,Marshall Islands (MHL)
9443815,FEDERAL SW,40032,Bulk Carrier,2011,Panama (PAN)
9595905,FEDERAL SWIFT,24196,Bulk Carrier,2012,Marshall Islands (MHL)
9658989,FEDERAL TAKASE,31584,Bulk Carrier,2016,Marshall Islands (MHL)
9644495,FEDERAL TAMBO,31590,Bulk Carrier,2013,Marshall Islands (MHL)
9644483,FEDERAL TIBER,31590,Bulk Carrier,2013,Marshall Islands (MHL)
9725445,FEDERAL TOKORO,31877,Bulk Carrier,2015,Panama (PAN)
9658977,FEDERAL TRIDENT,31584,Bulk Carrier,2016,Marshall Islands (MHL)
9658898,FEDERAL TWEED,31590,Bulk Carrier,2013,Marshall Islands (MHL)
9658903,FEDERAL TYNE,31590,Bulk Carrier,2014,Marshall Islands (MHL)
9609665,FEDERAL YAMASKA,24177,Bulk Carrier,2013,Marshall Islands (MHL)
9609653,FEDERAL YELLOWSTONE,24177,Bulk Carrier,2013,Marshall Islands (MHL)
9476977,FEDERAL YUKINA,20465,Bulk Carrier,2010,"Hong Kong, China (HKG)"
9612313,FEDERICA,22746,Bulk Carrier,2012,Bahamas (BHS)
9855355,FEDRA.GR,23765,Bulk Carrier,2020,Marshall Islands (MHL)
9459527,FEG SUCCESS,93116,Bulk Carrier,2010,Korea (Republic of) (KOR)
9522099,FELLOWSHIP,94250,Bulk Carrier,2010,Marshall Islands (MHL)
9727637,FENG DE HAI,36378,Bulk Carrier,2015,"Hong Kong, China (HKG)"
9747522,FENG HE HAI,36378,Bulk Carrier,2016,"Hong Kong, China (HKG)"
9653850,FENG HUA,94710,Bulk Carrier,2013,"Hong Kong, China (HKG)"
9576806,FENG HUANG FENG,40913,Bulk Carrier,2012,China Peoples's Republic (CHN)
9727649,FENG HUI HAI,36378,Bulk Carrier,2017,"Hong Kong, China (HKG)"
9747534,FENG LI HAI,36378,Bulk Carrier,2017,"Hong Kong, China (HKG)"
9747510,FENG MAO HAI,36378,Bulk Carrier,2017,"Hong Kong, China (HKG)"
9838553,FENG MAY,46990,Bulk Carrier,2019,Liberia (LBR)
9727651,FENG SHOU HAI,36378,Bulk Carrier,2017,"Hong Kong, China (HKG)"
9747508,FENG XIU HAI,36378,Bulk Carrier,2016,"Hong Kong, China (HKG)"
9727663,FENG ZE HAI,36378,Bulk Carrier,2018,"Hong Kong, China (HKG)"
9690884,FENGNING,24785,Bulk Carrier,2015,Singapore (SGP)
9690896,FENGTIEN,24785,Bulk Carrier,2015,Singapore (SGP)
9869514,FERAE AUSTRALIS,99216,Bulk Carrier,2019,Liberia (LBR)
9881380,FERMITA,34164,Bulk Carrier,2020,Norway (NIS) (NIS)
9834129,FERRUM AUSTRALIS,99216,Bulk Carrier,2018,Liberia (LBR)
9460265,FEYHA,23494,Bulk Carrier,2010,Marshall Islands (MHL)
9623556,FH FANG CHENG,45148,Bulk Carrier,2015,"Hong Kong, China (HKG)"
9502611,FH RI ZHAO,43498,Bulk Carrier,2015,"Hong Kong, China (HKG)"
9552812,FIDELITY,44349,Bulk Carrier,2010,Liberia (LBR)
9869526,FIDUM AUSTRALIS,99216,Bulk Carrier,2019,Liberia (LBR)
9588304,FIGALIA NAVIGATOR,44668,Bulk Carrier,2012,Greece (GRC)
9588316,FIGALIA PRUDENCE,44668,Bulk Carrier,2012,Greece (GRC)
9630664,FIJI,43990,Bulk Carrier,2013,Malta (MLT)
9490868,FILIA,32839,Bulk Carrier,2011,Malta (MLT)
9497842,FILIA GLORY,32839,Bulk Carrier,2011,Panama (PAN)
9728461,FIORA TOPIC,21571,Bulk Carrier,2015,Marshall Islands (MHL)
9597769,FIORELA,44261,Bulk Carrier,2011,Liberia (LBR)
9864083,FIRST ANGELUS,44307,Bulk Carrier,2020,Panama (PAN)
9871775,FIRST PHOENIX,93575,Bulk Carrier,2020,Panama (PAN)
9782247,FIRST SKY,35832,Bulk Carrier,2017,Panama (PAN)
9490105,FITNES,20312,Self-Discharging Bulk Carrier,2010,Antigua and Barbuda (ATG)
9866172,FJ BIANCA,43237,Bulk Carrier,2020,Panama (PAN)
9573933,FJ EMERALD,17025,Bulk Carrier,2010,Panama (PAN)
9797682,FJ STAR,35025,Bulk Carrier,2016,Panama (PAN)
9858022,FJ VIOLA,34634,Bulk Carrier,2020,Panama (PAN)
9856921,FJM GLORY,34634,Bulk Carrier,2019,Panama (PAN)
9880855,FJODNES,26660,Self-Discharging Bulk Carrier,2021,Antigua and Barbuda (ATG)
9619799,FLAG EVI,45223,Bulk Carrier,2014,Panama (PAN)
9643910,FLAG FILIA,32983,Bulk Carrier,2014,Malta (MLT)
9643908,FLAG GANGOS,32983,Bulk Carrier,2013,Malta (MLT)
9496642,FLAG HOPE,51255,Bulk Carrier,2011,Liberia (LBR)
9474711,FLAG LAMA,44027,Bulk Carrier,2017,Marshall Islands (MHL)
9727974,FLAG METTE,44012,Bulk Carrier,2016,Malta (MLT)
9605499,FLAG SEAMAN,91374,Bulk Carrier,2013,Malta (MLT)
9605487,FLAG THENIA,91374,Bulk Carrier,2013,Malta (MLT)
9496630,FLAG TOM,51255,Bulk Carrier,2011,Liberia (LBR)
9474682,FLAG ZANNIS,43767,Bulk Carrier,2014,Panama (PAN)
9710579,FLAMENCO,44200,Bulk Carrier,2015,Bahamas (BHS)
9835953,FLAMINIA,44095,Bulk Carrier,2018,Liberia (LBR)
9482500,FLC FORTUNE,32591,Bulk Carrier,2010,"Hong Kong, China (HKG)"
9583158,FLORA,43022,Bulk Carrier,2011,Cyprus (CYP)
9708538,FLORA K,22285,Bulk Carrier,2015,Denmark (DIS) (DIS)
9841938,FLORA SCHULTE,25696,Bulk Carrier,2019,Singapore (SGP)
9714666,FLORENTIA,36421,Bulk Carrier,2016,Malta (MLT)
9801172,FLORENTINE OETKER,35835,Bulk Carrier,2017,Liberia (LBR)
9486477,FLORIANA,23322,Bulk Carrier,2012,Malta (MLT)
9474010,FLOURISH,116396,Ore Carrier,2011,"Hong Kong, China (HKG)"
9631266,FLOURISH POWER,52709,Bulk Carrier,2012,"Hong Kong, China (HKG)"
9650688,FLY CHALLENGER,3825,Ore/Oil Carrier,2014,Papua New Guinea (PNG)
9650676,FLY PROSPERITY,3825,Ore/Oil Carrier,2013,Papua New Guinea (PNG)
9650664,FLY RESILIENCE,3563,Ore/Oil Carrier,2014,Papua New Guinea (PNG)
9424091,FLYING BUTTRESS,19812,Bulk Carrier,2010,Marshall Islands (MHL)
9424089,FLYING DUCHESS,19812,Bulk Carrier,2010,Marshall Islands (MHL)
9753583,FMG AMANDA,134693,Ore Carrier,2018,"Hong Kong, China (HKG)"
9753571,FMG DAVID,134693,Ore Carrier,2018,"Hong Kong, China (HKG)"
9747780,FMG GRACE,134840,Ore Carrier,2017,"Hong Kong, China (HKG)"
9753569,FMG MATILDA,134693,Ore Carrier,2017,"Hong Kong, China (HKG)"
9747778,FMG NICOLA,134840,Ore Carrier,2016,"Hong Kong, China (HKG)"
9753595,FMG NORTHERN SPIRIT,134693,Ore Carrier,2018,"Hong Kong, China (HKG)"
9747792,FMG SOPHIA,134840,Ore Carrier,2017,"Hong Kong, China (HKG)"
9747807,FMG SYDNEY,134840,Ore Carrier,2017,"Hong Kong, China (HKG)"
9783320,FOMENTO FOUR,107197,Bulk Carrier,2019,Singapore (SGP)
9736729,FOMENTO ONE,107511,Bulk Carrier,2016,Singapore (SGP)
9783318,FOMENTO THREE,107197,Bulk Carrier,2018,Singapore (SGP)
9736731,FOMENTO TWO,107511,Bulk Carrier,2017,Singapore (SGP)
9588500,FON TAI,32983,Bulk Carrier,2011,"Hong Kong, China (HKG)"
9690901,FOOCHOW,24785,Bulk Carrier,2015,Singapore (SGP)
9551351,FOOLS GOLD,17018,Bulk Carrier,2010,Marshall Islands (MHL)
9542415,FOREST SYMPHONY,49281,Wood Chips Carrier,2013,Panama (PAN)
9614361,FOREST TRADER,21158,Bulk Carrier,2013,Panama (PAN)
9773832,FORESTAL GAIA,40350,Wood Chips Carrier,2017,Japan (JPN)
9425837,FOREVER SW,32210,Bulk Carrier,2010,Panama (PAN)
9482263,FORTE DE SAO FELIPE,44367,Bulk Carrier,2012,Brazil (BRA)
9512032,FORTE DE SAO JOSE,41799,Bulk Carrier,2013,Brazil (BRA)
9834131,FORTIS AUSTRALIS,99216,Bulk Carrier,2019,Liberia (LBR)
9804992,FORTUNE,9755,Cement Carrier,2017,Vietnam (VNM)
9737838,FORTUNE,93297,Bulk Carrier,2016,Malta (MLT)
9561904,FORTUNE BAY,17986,Bulk Carrier,2011,Panama (PAN)
9800439,FORTUNE BELL,35040,Bulk Carrier,2020,"Hong Kong, China (HKG)"
9479010,FORTUNE BIRD,31248,Bulk Carrier,2010,"Hong Kong, China (HKG)"
9542491,FORTUNE DAISY,40325,Bulk Carrier,2011,"Hong Kong, China (HKG)"
9631694,FORTUNE HERO,22400,Bulk Carrier,2012,Panama (PAN)
9657404,FORTUNE SUN,22400,Bulk Carrier,2014,"Hong Kong, China (HKG)"
9558282,FORTUNE TIGER,32309,Bulk Carrier,2013,"Hong Kong, China (HKG)"
9614921,FORTUNE VIOLET,92745,Bulk Carrier,2012,"Hong Kong, China (HKG)"
9479022,FORTUNE WING,31248,Bulk Carrier,2011,"Hong Kong, China (HKG)"
9480708,FOUR BUTTERFLY,23456,Bulk Carrier,2011,Malta (MLT)
9691400,FOUR COAL,42495,Bulk Carrier,2014,Cayman Islands (CYM)
9416446,FOUR DIAMOND,23985,Bulk Carrier,2011,Malta (MLT)
9416458,FOUR EMERALD,24031,Bulk Carrier,2013,Malta (MLT)
9450650,FOUR NABUCCO,23456,Bulk Carrier,2010,Malta (MLT)
9450662,FOUR OTELLO,23456,Bulk Carrier,2010,Malta (MLT)
9450674,FOUR RIGOLETTO,23456,Bulk Carrier,2011,Malta (MLT)
9480710,FOUR TURANDOT,23456,Bulk Carrier,2012,Malta (MLT)
9580144,FOXTROT,23587,Bulk Carrier,2012,Marshall Islands (MHL)
9445253,FPMC B FOREVER,94710,Bulk Carrier,2010,Liberia (LBR)
9445265,FPMC B GUARD,94710,Bulk Carrier,2011,Liberia (LBR)
9445277,FPMC B HARMONY,94710,Bulk Carrier,2012,Liberia (LBR)
9423334,FPMC B IMAGE,106385,Bulk Carrier,2012,Liberia (LBR)
9423346,FPMC B JUSTICE,106385,Bulk Carrier,2012,Liberia (LBR)
9445215,FPMC B KINGDOM,106385,Bulk Carrier,2013,Liberia (LBR)
9445227,FPMC B LUCK,106385,Bulk Carrier,2013,Liberia (LBR)
9723150,FPMC B MAJESTY,107026,Bulk Carrier,2015,Liberia (LBR)
9723162,FPMC B NATURE,107026,Bulk Carrier,2015,Liberia (LBR)
9481635,FPMC B 102,62272,Bulk Carrier,2011,Liberia (LBR)
9481647,FPMC B 103,62272,Bulk Carrier,2011,Liberia (LBR)
9473509,FPMC B 104,62272,Bulk Carrier,2011,Liberia (LBR)
9487677,FPMC B 105,50695,Bulk Carrier,2011,Liberia (LBR)
9487689,FPMC B 106,50695,Bulk Carrier,2012,Liberia (LBR)
9487691,FPMC B 107,50695,Bulk Carrier,2012,Liberia (LBR)
9487706,FPMC B 108,50695,Bulk Carrier,2012,Liberia (LBR)
9468229,FPMC B 201,22852,Bulk Carrier,2011,Liberia (LBR)
9468231,FPMC B 202,22852,Bulk Carrier,2011,Liberia (LBR)
9864899,FRAGRANT ATHENA,24667,Bulk Carrier,2020,"Hong Kong, China (HKG)"
9841196,FRANCESCO,52906,Wood Chips Carrier,2019,Liberia (LBR)
9861160,FRANZ SCHULTE,25696,Bulk Carrier,2021,Singapore (SGP)
9693422,FRATERNELLE,44192,Bulk Carrier,2016,Marshall Islands (MHL)
9629988,FREDERIKE OLDENDORFF,33729,Bulk Carrier,2017,Liberia (LBR)
9479216,FREEDOM,93029,Bulk Carrier,2011,Bahamas (BHS)
9436769,FRIEDERIKE,33302,Bulk Carrier,2011,Marshall Islands (MHL)
9889265,FRIEDRICH OLDENDORFF,107450,Bulk Carrier,2020,Panama (PAN)
9841940,FRIEDRICH SCHULTE,25696,Bulk Carrier,2019,Singapore (SGP)
9615042,FRIENDLY ISLANDS,17033,Bulk Carrier,2012,Liberia (LBR)
9675640,FRONTIER ASUKA,92752,Bulk Carrier,2014,Panama (PAN)
9511947,FRONTIER BONANZA,93228,Bulk Carrier,2010,Panama (PAN)
9675688,FRONTIER BRILLIANCE,92752,Bulk Carrier,2013,Panama (PAN)
9532109,FRONTIER DISCOVERY,91467,Bulk Carrier,2010,Japan (JPN)
9641900,FRONTIER EXPEDITION,92752,Bulk Carrier,2013,Panama (PAN)
9511959,FRONTIER EXPLORER,93228,Bulk Carrier,2010,Panama (PAN)
9546980,FRONTIER FALCON,92250,Bulk Carrier,2011,Panama (PAN)
9590890,FRONTIER GARLAND,92752,Bulk Carrier,2011,Panama (PAN)
9487976,FRONTIER HARVEST,93182,Bulk Carrier,2011,Japan (JPN)
9573749,FRONTIER ISLAND,92752,Bulk Carrier,2011,"Hong Kong, China (HKG)"
9552393,FRONTIER JACARANDA,93288,Bulk Carrier,2011,Panama (PAN)
9532082,FRONTIER KOTOBUKI,91508,Bulk Carrier,2011,Panama (PAN)
9610119,FRONTIER LEADER,43210,Bulk Carrier,2013,Marshall Islands (MHL)
9590864,FRONTIER LODESTAR,92752,Bulk Carrier,2011,Panama (PAN)
9446568,FRONTIER MIRAGE,92752,Bulk Carrier,2011,Panama (PAN)
9482251,FRONTIER NEIGE,93288,Bulk Carrier,2011,Panama (PAN)
9598139,FRONTIER PHOENIX,92752,Bulk Carrier,2011,Panama (PAN)
9552381,FRONTIER QUEEN,93288,Bulk Carrier,2012,Panama (PAN)
9487988,FRONTIER ROSE,93183,Bulk Carrier,2012,Japan (JPN)
9488009,FRONTIER SKY,93270,Bulk Carrier,2012,Japan (JPN)
9614933,FRONTIER TRIUMPH,92752,Bulk Carrier,2012,Panama (PAN)
9604976,FRONTIER UNITY,92752,Bulk Carrier,2012,Panama (PAN)
9621259,FRONTIER WAVE,91424,Bulk Carrier,2012,Japan (JPN)
9650779,FRONTIER YOUTH,92752,Bulk Carrier,2013,Panama (PAN)
9551741,FRONTIER ZONE,92380,Bulk Carrier,2014,Marshall Islands (MHL)
9576325,FU CHENG,3435,Bulk Carrier,2010,China Peoples's Republic (CHN)
9580950,FU HENG SHAN,32873,Bulk Carrier,2011,China Peoples's Republic (CHN)
9632301,FU QUAN SHAN,32962,Bulk Carrier,2013,"Hong Kong, China (HKG)"
9523184,FU RONG FENG,40913,Bulk Carrier,2011,China Peoples's Republic (CHN)
9751298,FU XING HAI,25622,Bulk Carrier,2016,"Hong Kong, China (HKG)"
9465617,FU XING 21,33147,Bulk Carrier,2011,China Peoples's Republic (CHN)
9567520,FU XING 22,33147,Bulk Carrier,2012,China Peoples's Republic (CHN)
9663817,FUAT BEY,23461,Bulk Carrier,2014,Turkey (TUR)
9624615,FUGA,23264,Bulk Carrier,2012,Panama (PAN)
9638874,FUJI HORIZON,106251,Bulk Carrier,2013,Panama (PAN)
9539975,FUJIAN EXPRESS,54567,Wood Chips Carrier,2015,"Hong Kong, China (HKG)"
9302724,FUJIAN MAWEI MW439-3,31000,Bulk Carrier,2019,Not Known
9302736,FUJIAN MAWEI MW439-4,31000,Bulk Carrier,2019,Not Known
9903578,FUJIAN SOUTHEAST,15000,Bulk Carrier,2021,China Peoples's Republic (CHN)
9903566,FUJIAN SOUTHEAST,15000,Bulk Carrier,2021,China Peoples's Republic (CHN)
9903554,FUJIAN SOUTHEAST,15000,Bulk Carrier,2021,China Peoples's Republic (CHN)
9915363,FUJIAN SOUTHEAST DN-S205-8,12523,Bulk Carrier,2020,China Peoples's Republic (CHN)
9903542,FUJIAN SOUTHEAST DN-S225-3,15000,Bulk Carrier,2021,China Peoples's Republic (CHN)
9799939,FUJISUKA,27470,Bulk Carrier,2017,Marshall Islands (MHL)
9806677,FUKUCHIZAN MARU,694,Cement Carrier,2017,Japan (JPN)
9873711,FUKUHARU MARU,5564,Cement Carrier,2020,Japan (JPN)
9708978,FUKUYAMA STAR,35607,Bulk Carrier,2017,Isle of Man (IMN)
9548653,FULHAM,33044,Bulk Carrier,2010,Marshall Islands (MHL)
9690913,FUNING,24785,Bulk Carrier,2015,Singapore (SGP)
9398735,FURIOUS,88479,Bulk Carrier,2010,Isle of Man (IMN)
9606015,FURNESS PORTLAND,22871,Bulk Carrier,2014,Singapore (SGP)
9606027,FURNESS SOUTHERN CROSS,22871,Bulk Carrier,2014,Singapore (SGP)
9573854,FURNESS ST KILDA,34795,Bulk Carrier,2010,Panama (PAN)
9640621,FURNESS VICTORIA,33084,Bulk Carrier,2012,Panama (PAN)
9781516,FURUVIK,4318,Cement Carrier,2017,Sweden (SWE)
9566447,FUTURE,31753,Bulk Carrier,2012,Marshall Islands (MHL)
9462158,FUYOU MARU NO. 6,3610,Cement Carrier,2010,Japan (JPN)
9580027,FUZEYYA,19785,Bulk Carrier,2012,Marshall Islands (MHL)
9749972,FW ADVENTURER,21574,Bulk Carrier,2019,Panama (PAN)
9749984,FW EXCURSIONIST,21574,Bulk Carrier,2019,Panama (PAN)
9591155,FYLA,45999,Bulk Carrier,2013,Cyprus (CYP)
9671931,G. P. ZAFIRAKIS,94984,Bulk Carrier,2014,Marshall Islands (MHL)
9805295,GAIA,13059,Bulk Carrier,2017,Panama (PAN)
9497505,GAIL,18722,Bulk Carrier,2011,Liberia (LBR)
9473169,GALAPAGOS,41342,Bulk Carrier,2010,Malta (MLT)
9597783,GALATEIA,44102,Bulk Carrier,2011,Bahamas (BHS)
9628908,GALAXY,44265,Bulk Carrier,2012,"Hong Kong, China (HKG)"
9698317,GALILEO,35873,Bulk Carrier,2014,United Kingdom (GBR)
9633408,GALIO,43990,Bulk Carrier,2013,Malta (MLT)
9691486,GALLEON,17027,Bulk Carrier,2014,Panama (PAN)
9482110,GANGA K,33096,Bulk Carrier,2011,India (IND)
9441300,GANNET BULKER,33045,Bulk Carrier,2010,Marshall Islands (MHL)
9554066,GANT FLAIR,17018,Bulk Carrier,2010,Liberia (LBR)
9553804,GANT GRACE,17018,Bulk Carrier,2010,Liberia (LBR)
9905502,GAO LAN 001,10087,Bulk Carrier,2019,China Peoples's Republic (CHN)
9907158,GAO LAN 002,10087,Bulk Carrier,2020,China Peoples's Republic (CHN)
9886342,GAO LAN 201,12523,Bulk Carrier,2019,China Peoples's Republic (CHN)
9912713,GAO LAN 306,13302,Bulk Carrier,2020,China Peoples's Republic (CHN)
9913975,GAO LAN 309,13300,Bulk Carrier,2020,China Peoples's Republic (CHN)
9621728,GAO XIN 15,5092,Bulk Carrier,2011,China Peoples's Republic (CHN)
9675559,GARDENIA K,23269,Bulk Carrier,2014,Marshall Islands (MHL)
9712682,GARGANTUA,107761,Bulk Carrier,2015,Cyprus (CYP)
9875628,GARNET ETERNITY,35600,Bulk Carrier,2020,Marshall Islands (MHL)
9663142,GAVRIEL,36264,Bulk Carrier,2020,Not Known
9624031,GDF SUEZ NORTH SEA,31541,Bulk Carrier,2012,Panama (PAN)
9594248,GDYNIA,24145,Bulk Carrier,2012,Bahamas (BHS)
9727596,GEBE OLDENDORFF,44218,Bulk Carrier,2016,Portugal (MAR) (PMD)
8525587,GEELY,13625,Bulk Carrier,2012,Panama (PAN)
9747613,GEIYO K,31557,Bulk Carrier,2016,Marshall Islands (MHL)
9719654,GEMINI CONFIDENCE,35884,Bulk Carrier,2019,Marshall Islands (MHL)
9798832,GEMINI OCEAN,43291,Bulk Carrier,2017,Panama (PAN)
9602784,GEMMA,151915,Ore Carrier,2012,Italy (ITA)
9731248,GENAVA,32540,Bulk Carrier,2016,Switzerland (CHE)
9450753,GENCO AVRA,23456,Bulk Carrier,2011,Liberia (LBR)
9450715,GENCO BAY,23456,Bulk Carrier,2010,Liberia (LBR)
9490662,GENCO BOURGOGNE,32837,Bulk Carrier,2010,Marshall Islands (MHL)
9490698,GENCO BRITTANY,32837,Bulk Carrier,2010,Marshall Islands (MHL)
9444819,GENCO CLAUDIUS,88397,Bulk Carrier,2010,Marshall Islands (MHL)
9758129,GENCO COLUMBIA,34185,Bulk Carrier,2016,Marshall Islands (MHL)
9718210,GENCO DEFENDER,94013,Bulk Carrier,2016,Marshall Islands (MHL)
9698965,GENCO ENDEAVOUR,94385,Bulk Carrier,2015,Marshall Islands (MHL)
9490686,GENCO LANGUEDOC,32837,Bulk Carrier,2010,Marshall Islands (MHL)
9718222,GENCO LIBERTY,94013,Bulk Carrier,2016,Marshall Islands (MHL)
9450765,GENCO MARE,23456,Bulk Carrier,2011,Liberia (LBR)
9450739,GENCO OCEAN,23456,Bulk Carrier,2010,Liberia (LBR)
9511832,GENCO PYRENEES,32837,Bulk Carrier,2010,Marshall Islands (MHL)
9698977,GENCO RESOLUTE,94385,Bulk Carrier,2015,Marshall Islands (MHL)
9490832,GENCO RHONE,32839,Bulk Carrier,2011,Marshall Islands (MHL)
9450777,GENCO SPIRIT,23456,Bulk Carrier,2011,Liberia (LBR)
9593452,GENCO TIGER,93290,Bulk Carrier,2011,Marshall Islands (MHL)
9689172,GENCO WEATHERLY,34570,Bulk Carrier,2014,Liberia (LBR)
9888027,GENERAL GUISAN,36000,Bulk Carrier,2020,Marshall Islands (MHL)
9632947,GENESIS,44336,Bulk Carrier,2012,Liberia (LBR)
9638642,GENEVA QUEEN,44096,Bulk Carrier,2012,Marshall Islands (MHL)
9728124,GENEVA STAR,43013,Bulk Carrier,2015,Singapore (SGP)
9846122,GENEVAN TRADER,43310,Bulk Carrier,2020,Philippines (PHL)
9511052,GENIUS SW,34812,Bulk Carrier,2015,Panama (PAN)
9398759,GENIUSHIP,88479,Bulk Carrier,2010,Marshall Islands (MHL)
9805659,GENOA,34241,Bulk Carrier,2017,Malta (MLT)
9703514,GENTLE SEAS,35812,Bulk Carrier,2014,Liberia (LBR)
9672789,GEOPARK VENUS,11877,Bulk Carrier,2013,Panama (PAN)
9702596,GEORG OLDENDORFF,44218,Bulk Carrier,2015,Portugal (MAR) (PMD)
9842255,GEORGE H,47005,Bulk Carrier,2020,Greece (GRC)
