imo,vessel_name,gross_tonnage,type,year_build,flag
9636462,AFRICAN CHEETAH,38203,Bulk Carrier,2014,Panama (PAN)
9682772,AFRICAN DOVE,21532,Bulk Carrier,2014,Bahamas (BHS)
9749996,AFRICAN EGRET,21521,Bulk Carrier,2016,Bahamas (BHS)
9748473,AFRICAN FINFOOT,34773,Bulk Carrier,2016,Marshall Islands (MHL)
9802322,AFRICAN FLAMINGO,35606,Bulk Carrier,2018,Isle of Man (IMN)
9728485,AFRICAN GOSHAWK,21521,Bulk Carrier,2016,Bahamas (BHS)
9701205,AFRICAN GRIFFON,34815,Bulk Carrier,2014,Bahamas (BHS)
9700794,AFRICAN HARRIER,23322,Bulk Carrier,2014,Bahamas (BHS)
9750000,AFRICAN HERON,21521,Bulk Carrier,2016,Bahamas (BHS)
9666429,AFRICAN HHB,19213,Bulk Carrier,2015,Liberia (LBR)
9599779,AFRICAN HORNBILL,34795,Bulk Carrier,2011,Bahamas (BHS)
9638824,AFRICAN JACANA,33193,Bulk Carrier,2012,Panama (PAN)
9666431,AFRICAN KALMIA,19213,Bulk Carrier,2016,Liberia (LBR)
9650937,AFRICAN KITE,34800,Bulk Carrier,2013,Bahamas (BHS)
9682760,AFRICAN LARK,21532,Bulk Carrier,2014,Bahamas (BHS)
9767572,AFRICAN LEOPARD,35810,Bulk Carrier,2016,Panama (PAN)
9666443,AFRICAN LILY,19213,Bulk Carrier,2015,Liberia (LBR)
9636450,AFRICAN LION,38203,Bulk Carrier,2013,Panama (PAN)
9748071,AFRICAN LOON,34769,Bulk Carrier,2016,Bahamas (BHS)
9713961,AFRICAN LUNDE,34769,Bulk Carrier,2014,Bahamas (BHS)
9767431,AFRICAN MACAW,23247,Bulk Carrier,2016,Bahamas (BHS)
9666455,AFRICAN MAGNOLIA,19213,Bulk Carrier,2016,Liberia (LBR)
9889655,AFRICAN MARGAUX,24700,Bulk Carrier,2020,Marshall Islands (MHL)
9701267,AFRICAN MERLIN,21521,Bulk Carrier,2016,Bahamas (BHS)
9866536,AFRICAN OASIS,35834,Bulk Carrier,2020,Panama (PAN)
9612143,AFRICAN OSPREY,24212,Bulk Carrier,2012,Bahamas (BHS)
9701255,AFRICAN OWL,21521,Bulk Carrier,2016,Bahamas (BHS)
9883118,AFRICAN PARROT,35956,Bulk Carrier,2020,Panama (PAN)
9692789,AFRICAN PELICAN,21532,Bulk Carrier,2015,Bahamas (BHS)
9846330,AFRICAN PHEASANT,35835,Bulk Carrier,2019,Panama (PAN)
9692777,AFRICAN PIPER,21532,Bulk Carrier,2015,Bahamas (BHS)
9636448,AFRICAN PUFFIN,31874,Bulk Carrier,2014,Bahamas (BHS)
9738741,AFRICAN QUAIL,23337,Bulk Carrier,2015,Bahamas (BHS)
9727405,AFRICAN RAPTOR,34815,Bulk Carrier,2015,Bahamas (BHS)
9614983,AFRICAN SETO,34794,Bulk Carrier,2012,Panama (PAN)
9701712,AFRICAN SPOONBILL,34806,Bulk Carrier,2016,Panama (PAN)
9636436,AFRICAN STARLING,31751,Bulk Carrier,2013,Bahamas (BHS)
9649031,AFRICAN TERN,33193,Bulk Carrier,2013,Bahamas (BHS)
9801263,AFRICAN TOUCAN,23247,Bulk Carrier,2017,Bahamas (BHS)
9701700,AFRICAN TURACO,34806,Bulk Carrier,2016,Panama (PAN)
9612131,AFRICAN VENTURE,24212,Bulk Carrier,2012,"Hong Kong, China (HKG)"
9649043,AFRICAN WAGTAIL,33193,Bulk Carrier,2013,Bahamas (BHS)
9728497,AFRICAN WEAVER,21521,Bulk Carrier,2016,Bahamas (BHS)
9666522,AFROESSA,41963,Bulk Carrier,2014,Marshall Islands (MHL)
9746803,AFROS,36452,Bulk Carrier,2018,Marshall Islands (MHL)
9514822,AGAPI S,37215,Bulk Carrier,2012,Liberia (LBR)
9588574,AGERI,32983,Bulk Carrier,2012,Liberia (LBR)
9456238,AGGELIKI B,32987,Bulk Carrier,2011,Marshall Islands (MHL)
9577434,AGGELOS B,34374,Bulk Carrier,2010,Malta (MLT)
9467976,AGIA DOXA,21650,Bulk Carrier,2010,Liberia (LBR)
9502764,AGIA DYNAMI,22402,Bulk Carrier,2010,Liberia (LBR)
9641821,AGIA IRINI,17019,Bulk Carrier,2013,Marshall Islands (MHL)
9706786,AGIA SOFIA,44192,Bulk Carrier,2016,Liberia (LBR)
9464895,AGIA VALENTINI,43846,Bulk Carrier,2012,Cyprus (CYP)
9500297,AGIA YPOMONI,41342,Bulk Carrier,2012,Liberia (LBR)
9474709,AGIOS MAKARIOS,44027,Bulk Carrier,2017,Marshall Islands (MHL)
9702728,AGIOS NIKOLAS,32360,Bulk Carrier,2014,Marshall Islands (MHL)
9438676,AGIOS SPYRIDONAS,51130,Bulk Carrier,2010,Cyprus (CYP)
9495715,AGONISTIS,34554,Bulk Carrier,2010,Greece (GRC)
9663362,AGRI BRIGHT,41541,Bulk Carrier,2013,Panama (PAN)
9718997,AGRI GRANDE,43956,Bulk Carrier,2017,Panama (PAN)
9770684,AGRI OCEAN,43066,Bulk Carrier,2019,Panama (PAN)
9718985,AGRI PRINCESS,43956,Bulk Carrier,2017,Panama (PAN)
9780988,AGRI WARRIOR,35607,Bulk Carrier,2018,Panama (PAN)
9584140,AGRIA,33044,Bulk Carrier,2011,Malta (MLT)
9729879,AIANTAS,44043,Bulk Carrier,2016,Panama (PAN)
8649967,AIDEN,2598,Aggregates Carrier,2010,Sierra leone (SLE)
9896189,AJISAI,13640,Bulk Carrier,2020,Panama (PAN)
9802138,AKAGISAN,136199,Ore Carrier,2019,Liberia (LBR)
9591143,AKAKI,45999,Bulk Carrier,2013,Cyprus (CYP)
9665920,AKATSUKI,57036,Bulk Carrier,2014,Liberia (LBR)
9852092,AKMI,35851,Bulk Carrier,2020,Marshall Islands (MHL)
9662485,AKOMENA,7450,Bulk Carrier,2012,Malta (MLT)
9454084,AKOUR II,33096,Bulk Carrier,2010,Cayman Islands (CYM)
9757929,AKRA,34626,Bulk Carrier,2016,Cayman Islands (CYM)
9554171,AKTEA R,17018,Bulk Carrier,2010,Malta (MLT)
9852767,AL DHAFRA,35832,Bulk Carrier,2019,Liberia (LBR)
9852743,AL WATHBA,35832,Bulk Carrier,2019,Liberia (LBR)
9494058,AL YASAT- II,33202,Bulk Carrier,2011,Liberia (LBR)
9805702,ALAM KEKAL,43904,Bulk Carrier,2018,Singapore (SGP)
9805697,ALAM KUASA,47178,Bulk Carrier,2019,Malaysia (MYS)
9805685,ALAM KUKUH,43904,Bulk Carrier,2019,Singapore (SGP)
9717060,ALAM MADU,32927,Bulk Carrier,2014,Singapore (SGP)
9717072,ALAM MOLEK,32927,Bulk Carrier,2014,Singapore (SGP)
9748497,ALAM MULIA,34813,Bulk Carrier,2015,Singapore (SGP)
9615169,ALAM MUTIARA,34794,Bulk Carrier,2012,Panama (PAN)
9651034,ALAM SAYANG,34801,Bulk Carrier,2013,Panama (PAN)
9561837,ALAM SERI,18003,Bulk Carrier,2011,Panama (PAN)
9674804,ALAM SETIA,21699,Bulk Carrier,2013,Singapore (SGP)
9674816,ALAM SINAR,21699,Bulk Carrier,2014,Singapore (SGP)
9561916,ALAM SURIA,17986,Bulk Carrier,2012,Panama (PAN)
9851335,ALAMO,24332,Bulk Carrier,2019,Panama (PAN)
9528562,ALAN,45259,Bulk Carrier,2012,Marshall Islands (MHL)
9782352,ALANI,35810,Bulk Carrier,2017,Malta (MLT)
9837121,ALANOOD,40000,Bulk Carrier,2020,Liberia (LBR)
9773480,ALASKA,24649,Bulk Carrier,2016,Panama (PAN)
9827401,ALBA,44114,Bulk Carrier,2019,Bahamas (BHS)
9421439,ALBATROSS ISLAND,34028,Bulk Carrier,2010,"Hong Kong, China (HKG)"
9498896,ALBERT OLDENDORFF,50697,Bulk Carrier,2010,Liberia (LBR)
9729568,ALBERTA,35884,Bulk Carrier,2016,Liberia (LBR)
9728473,ALBERTO TOPIC,21571,Bulk Carrier,2015,Marshall Islands (MHL)
9496989,ALBION BAY,33232,Bulk Carrier,2011,Panama (PAN)
9568586,ALCMENE,51255,Bulk Carrier,2010,Marshall Islands (MHL)
9717682,ALCOR,44074,Bulk Carrier,2015,Marshall Islands (MHL)
9767314,ALCOR,23682,Bulk Carrier,2016,Bahamas (BHS)
9767326,ALCYONE,23682,Bulk Carrier,2017,Bahamas (BHS)
9626118,ALENTEJO,24166,Bulk Carrier,2013,Singapore (SGP)
9839844,ALEXANDRA KPN,34635,Bulk Carrier,2019,Marshall Islands (MHL)
9592616,ALEXANDRIA,45026,Bulk Carrier,2012,Marshall Islands (MHL)
9723045,ALEXANDROS P.,35812,Bulk Carrier,2017,Liberia (LBR)
9701372,ALEXIA,36353,Bulk Carrier,2015,Malta (MLT)
9486130,ALFIOS,34554,Bulk Carrier,2012,Liberia (LBR)
9696905,ALFRED OLDENDORFF,53723,Self-Discharging Bulk Carrier,2015,Liberia (LBR)
9619268,ALGOMA CONVEYOR,24640,Self-Discharging Bulk Carrier,2019,Canada (CAN)
9613927,ALGOMA EQUINOX,24451,Bulk Carrier,2013,Canada (CAN)
9613939,ALGOMA HARVESTER,24451,Bulk Carrier,2014,Canada (CAN)
9773375,ALGOMA INNOVATOR,19851,Self-Discharging Bulk Carrier,2017,Canada (CAN)
9773387,ALGOMA INTREPID,20000,Self-Discharging Bulk Carrier,2020,Canada (CAN)
9587893,ALGOMA MARINER,24535,Self-Discharging Bulk Carrier,2011,Canada (CAN)
9619270,ALGOMA NIAGARA,24640,Self-Discharging Bulk Carrier,2017,Canada (CAN)
9619282,ALGOMA SAULT,24640,Self-Discharging Bulk Carrier,2018,Canada (CAN)
9613953,ALGOMA STRONGFIELD,24451,Bulk Carrier,2017,Canada (CAN)
9640944,ALGOMA VISION,43691,Self-Discharging Bulk Carrier,2013,Marshall Islands (MHL)
9663623,ALICIA,35812,Bulk Carrier,2012,Liberia (LBR)
9498559,ALIKI FORCE,34402,Bulk Carrier,2011,Marshall Islands (MHL)
9715799,ALIKI PERROTIS,34345,Bulk Carrier,2015,Panama (PAN)
9588378,ALINDA,22223,Bulk Carrier,2012,Malta (MLT)
9630743,ALIS,32839,Bulk Carrier,2013,Marshall Islands (MHL)
9474620,ALISIOS,51195,Bulk Carrier,2011,Panama (PAN)
9595840,ALITHIA,22223,Bulk Carrier,2012,Malta (MLT)
9837133,ALJAZI,40000,Bulk Carrier,2020,Liberia (LBR)
9603001,ALKIMOS,51984,Bulk Carrier,2013,Cyprus (CYP)
9668881,ALKIMOS HERACLES,43007,Bulk Carrier,2014,Panama (PAN)
9624055,ALKYONI,31538,Bulk Carrier,2012,Marshall Islands (MHL)
9692703,ALKYONI SB,31538,Bulk Carrier,2014,Cyprus (CYP)
9709465,ALKYONIS,23266,Bulk Carrier,2016,Liberia (LBR)
9699440,ALL STAR ATLAS,35812,Bulk Carrier,2014,Marshall Islands (MHL)
9519169,ALLEGRA,22400,Bulk Carrier,2011,Malta (MLT)
9706530,ALMA,44113,Bulk Carrier,2017,Marshall Islands (MHL)
9572070,ALMAR,33139,Bulk Carrier,2012,Marshall Islands (MHL)
9592721,ALMERIA,33044,Bulk Carrier,2011,Liberia (LBR)
9581784,ALMIRA,34778,Bulk Carrier,2011,Marshall Islands (MHL)
9497452,ALMIRANTE STORNI,19994,Bulk Carrier,2012,Liberia (LBR)
9584138,ALMYROS,33044,Bulk Carrier,2010,Malta (MLT)
9403255,ALONI,21192,Bulk Carrier,2010,Panama (PAN)
9566916,ALONISSOS,32858,Bulk Carrier,2010,Malta (MLT)
9729025,ALORA,35884,Bulk Carrier,2017,Bahamas (BHS)
9527910,ALPHA BRAVERY,93715,Bulk Carrier,2011,Greece (GRC)
9827516,ALPHA CHARM,44114,Bulk Carrier,2018,Greece (GRC)
9455040,ALPHA CONFIDENCE,89991,Bulk Carrier,2011,Malta (MLT)
9462811,ALPHA DIGNITY,89991,Bulk Carrier,2011,Malta (MLT)
9723617,ALPHA ETHOS,44069,Bulk Carrier,2017,Marshall Islands (MHL)
9722364,ALPHA FREEDOM,92531,Bulk Carrier,2015,Greece (GRC)
9747871,ALPHA GALLANT,92992,Bulk Carrier,2016,Liberia (LBR)
9671826,ALPHA HERO,44114,Bulk Carrier,2018,Marshall Islands (MHL)
9722376,ALPHA HONESTY,92531,Bulk Carrier,2016,Malta (MLT)
9446582,ALPHA HOPE,92758,Bulk Carrier,2011,Marshall Islands (MHL)
9671838,ALPHA LEGACY,44114,Bulk Carrier,2018,Marshall Islands (MHL)
9590709,ALPHA LIBERTY,93274,Bulk Carrier,2011,Greece (GRC)
9722388,ALPHA OPTIMISM,92531,Bulk Carrier,2016,Malta (MLT)
9827528,ALPHA PRIDE,44114,Bulk Carrier,2019,Greece (GRC)
9597214,ALPHA PROGRESS,43721,Bulk Carrier,2012,Greece (GRC)
9402299,ALPHA UNITY,93385,Bulk Carrier,2010,Liberia (LBR)
9597202,ALPHA VISION,43721,Bulk Carrier,2012,Greece (GRC)
9593440,ALPHA WISDOM,44230,Bulk Carrier,2012,Greece (GRC)
9381706,ALPPILA,14841,Bulk Carrier,2011,Finland (FIN)
9456240,ALRAYAN,32987,Bulk Carrier,2011,Liberia (LBR)
9522881,ALSEA BAY,22683,Bulk Carrier,2011,Isle of Man (IMN)
9370202,ALSTROEMERIA,49720,Wood Chips Carrier,2010,Panama (PAN)
9811555,ALTAIR SKY,34164,Bulk Carrier,2017,Singapore (SGP)
9650169,ALTUS,33084,Bulk Carrier,2012,Cyprus (CYP)
9692698,ALWINE OLDENDORFF,34425,Bulk Carrier,2014,Portugal (MAR) (PMD)
9588366,ALYCIA,22223,Bulk Carrier,2012,Malta (MLT)
9669330,AM ANNABA,41254,Bulk Carrier,2013,Marshall Islands (MHL)
9566473,AM BREMEN,31753,Bulk Carrier,2012,Panama (PAN)
9624110,AM BUCHANAN,43987,Bulk Carrier,2013,Marshall Islands (MHL)
9583184,AM CONTRECOEUR,43022,Bulk Carrier,2011,Panama (PAN)
9461350,AM EXPRESS,43012,Bulk Carrier,2010,"Hong Kong, China (HKG)"
9593476,AM GHENT,51265,Bulk Carrier,2011,Liberia (LBR)
9454151,AM GIJON,92249,Bulk Carrier,2011,Panama (PAN)
9624093,AM HAMBURG,43987,Bulk Carrier,2013,Marshall Islands (MHL)
9832925,AM KIRTI,94408,Bulk Carrier,2019,Liberia (LBR)
9624122,AM KRAKOW,43987,Bulk Carrier,2013,Marshall Islands (MHL)
9599078,AM LIBERIA,51905,Bulk Carrier,2013,Panama (PAN)
9587477,AM POINT LISAS,51265,Bulk Carrier,2010,Liberia (LBR)
9546801,AM PORT CARTIER,92151,Bulk Carrier,2013,Panama (PAN)
9624108,AM QUEBEC,43987,Bulk Carrier,2013,Marshall Islands (MHL)
9837004,AM SHRADDHA,43067,Bulk Carrier,2019,Panama (PAN)
9832913,AM TARANG,94408,Bulk Carrier,2019,Liberia (LBR)
9593488,AM TUBARAO,51265,Bulk Carrier,2011,Liberia (LBR)
9792058,AM UMANG,43067,Bulk Carrier,2017,Liberia (LBR)
9669342,AM ZENICA,41254,Bulk Carrier,2014,Marshall Islands (MHL)
9749855,AMADEUS,44425,Bulk Carrier,2016,Panama (PAN)
9588354,AMALIA,22223,Bulk Carrier,2011,Malta (MLT)
9520821,AMAMI,52186,Bulk Carrier,2011,Marshall Islands (MHL)
9615731,AMAMI K,33126,Bulk Carrier,2012,Panama (PAN)
9482782,AMANDA C,23456,Bulk Carrier,2012,Marshall Islands (MHL)
9588342,AMAPOLA,22223,Bulk Carrier,2011,Malta (MLT)
9840491,AMARYLLIS,43062,Bulk Carrier,2019,Panama (PAN)
9477232,AMAZING SALUTE,58592,Bulk Carrier,2011,Panama (PAN)
9830989,AMAZON,44071,Bulk Carrier,2019,Marshall Islands (MHL)
9599717,AMBER BEVERLY,32521,Bulk Carrier,2011,"Hong Kong, China (HKG)"
9637210,AMBER CHAMPION,36332,Bulk Carrier,2013,"Hong Kong, China (HKG)"
9531870,AMBER HORIZON,106367,Bulk Carrier,2010,Panama (PAN)
9801160,AMBER STAR,23277,Bulk Carrier,2017,Panama (PAN)
9424699,AMBUJA GAURI,2974,Cement Carrier,2010,India (IND)
9543639,AMBUJA MUKUND,2990,Cement Carrier,2011,India (IND)
9543627,AMBUJA ROHINI,2331,Cement Carrier,2011,India (IND)
9538945,AMEENA JAHAN,29977,Bulk Carrier,2010,Bangladesh (BGD)
9647289,AMELIE,24187,Bulk Carrier,2013,Liberia (LBR)
9717498,AMERICA GRAECA,35884,Bulk Carrier,2016,Marshall Islands (MHL)
9463592,AMFITRITI,34374,Bulk Carrier,2010,Greece (GRC)
9580364,AMIGO II,92924,Bulk Carrier,2011,Liberia (LBR)
9498561,AMILLA,34402,Bulk Carrier,2011,Marshall Islands (MHL)
9552989,AMIS ACE,33937,Bulk Carrier,2013,Panama (PAN)
9667459,AMIS BRAVE,34805,Bulk Carrier,2013,Panama (PAN)
9636369,AMIS CHAMPION,33937,Bulk Carrier,2014,Panama (PAN)
9636371,AMIS DOLPHIN,33937,Bulk Carrier,2015,Panama (PAN)
9705421,AMIS ELEGANCE,31557,Bulk Carrier,2015,Panama (PAN)
9724178,AMIS FORTUNE,31557,Bulk Carrier,2015,Panama (PAN)
9731535,AMIS GLORY,31557,Bulk Carrier,2016,Panama (PAN)
9732400,AMIS HERO,35825,Bulk Carrier,2017,Panama (PAN)
9732412,AMIS INTEGRITY,35825,Bulk Carrier,2017,Panama (PAN)
9732424,AMIS JUSTICE,35825,Bulk Carrier,2017,Panama (PAN)
9520807,AMIS KALON,32315,Bulk Carrier,2010,Panama (PAN)
9520819,AMIS LEADER,32315,Bulk Carrier,2010,Panama (PAN)
9768045,AMIS MIRACLE,35316,Bulk Carrier,2018,Panama (PAN)
9787974,AMIS NATURE,31555,Bulk Carrier,2018,Liberia (LBR)
9520649,AMIS ORCHID,32319,Bulk Carrier,2012,Panama (PAN)
9780990,AMIS POWER,35607,Bulk Carrier,2018,Panama (PAN)
9852676,AMIS QUEEN,35832,Bulk Carrier,2019,Panama (PAN)
9821835,AMIS RESPECT,35825,Bulk Carrier,2020,Panama (PAN)
9865350,AMIS STAR,34657,Bulk Carrier,2019,Liberia (LBR)
9865362,AMIS TREASURE,34657,Bulk Carrier,2020,Liberia (LBR)
9882279,AMIS UNICORN,34657,Bulk Carrier,2020,Liberia (LBR)
9897810,AMIS VICTORY,36000,Bulk Carrier,2020,Panama (PAN)
9897896,AMIS WEALTH,36000,Bulk Carrier,2021,Panama (PAN)
9426764,AMIS WISDOM I,33854,Bulk Carrier,2010,Panama (PAN)
9426776,AMIS WISDOM II,33854,Bulk Carrier,2010,Panama (PAN)
9573866,AMIS WISDOM III,34795,Bulk Carrier,2011,Panama (PAN)
9589803,AMIS WISDOM VI,34795,Bulk Carrier,2011,Panama (PAN)
9497517,AMITY,18772,Bulk Carrier,2012,Liberia (LBR)
9646716,AMORGOS,24247,Bulk Carrier,2014,Marshall Islands (MHL)
9584607,AMORITO,93006,Bulk Carrier,2012,Liberia (LBR)
9583627,AMOY ACTION,33044,Bulk Carrier,2010,"Hong Kong, China (HKG)"
9583615,AMOY DREAM,33044,Bulk Carrier,2010,"Hong Kong, China (HKG)"
9583639,AMOY FORTUNE,33044,Bulk Carrier,2011,"Hong Kong, China (HKG)"
9583641,AMOY PROGRESS,33044,Bulk Carrier,2011,"Hong Kong, China (HKG)"
9599157,AMPHITRITE,51905,Bulk Carrier,2012,Marshall Islands (MHL)
9626912,AMS PEGASUS III,33057,Bulk Carrier,2012,Panama (PAN)
9623659,AMSTEL CONFIDENCE,24020,Bulk Carrier,2011,Portugal (MAR) (PMD)
9529516,AMSTEL EAGLE,31543,Bulk Carrier,2014,Panama (PAN)
9460514,AMSTEL FALCON,31508,Bulk Carrier,2013,Panama (PAN)
9434498,AMSTEL LION,34225,Bulk Carrier,2016,Panama (PAN)
9713478,AMSTEL OSPREY,34810,Bulk Carrier,2014,Panama (PAN)
9713480,AMSTEL SEAGULL,34810,Bulk Carrier,2015,Panama (PAN)
9758143,AMSTEL STORK,34233,Bulk Carrier,2016,Panama (PAN)
9434515,AMSTEL TIGER,34225,Bulk Carrier,2016,Panama (PAN)
9751303,AN DING HAI,25622,Bulk Carrier,2017,"Hong Kong, China (HKG)"
8560666,AN HUA SHAN,33511,Bulk Carrier,2011,China Peoples's Republic (CHN)
9493470,AN HUI SHAN,31000,Bulk Carrier,2010,China Peoples's Republic (CHN)
8559849,AN JIN SHAN,33511,Bulk Carrier,2011,China Peoples's Republic (CHN)
9604548,AN KANG SHAN,33511,Bulk Carrier,2011,China Peoples's Republic (CHN)
8554320,AN LONG SHAN,33511,Bulk Carrier,2011,China Peoples's Republic (CHN)
8555673,AN MAO SHAN,33511,Bulk Carrier,2011,China Peoples's Republic (CHN)
9862827,AN MAY,108000,Bulk Carrier,2020,Liberia (LBR)
8554825,AN SHENG SHAN,33511,Bulk Carrier,2011,China Peoples's Republic (CHN)
9656010,AN TAI SHAN,33511,Bulk Carrier,2011,China Peoples's Republic (CHN)
9493444,AN XIN SHAN,33511,Bulk Carrier,2010,China Peoples's Republic (CHN)
9637595,AN XIU SHAN,33511,Bulk Carrier,2011,China Peoples's Republic (CHN)
8560173,AN YUE SHAN,33511,Bulk Carrier,2011,China Peoples's Republic (CHN)
9869590,ANAHITA,34618,Bulk Carrier,2019,Panama (PAN)
9458688,ANANGEL VOYAGER,89938,Bulk Carrier,2010,Greece (GRC)
9464003,ANANYA NAREE,23670,Bulk Carrier,2011,Singapore (SGP)
9636008,ANARITA,32839,Bulk Carrier,2012,Liberia (LBR)
9625970,ANASTASIA,51168,Bulk Carrier,2012,Panama (PAN)
9492074,ANASTASIA K,43830,Bulk Carrier,2011,Bahamas (BHS)
9791987,ANATOLI,35832,Bulk Carrier,2018,Malta (MLT)
9700809,ANCASH QUEEN,30657,Bulk Carrier,2014,Panama (PAN)
9667576,ANDALUCIA,24212,Bulk Carrier,2013,Liberia (LBR)
9667526,ANDALUCIAN ZEPHYR,21514,Bulk Carrier,2014,Panama (PAN)
9480526,ANDAMA,91373,Bulk Carrier,2010,Malta (MLT)
9597094,ANDANTE,44544,Bulk Carrier,2012,Bahamas (BHS)
9667746,ANDES QUEEN,30221,Bulk Carrier,2013,Panama (PAN)
9749946,ANDREA ENTERPRISE,21525,Bulk Carrier,2017,Panama (PAN)
9414890,ANDREA PALLADIO,50907,Bulk Carrier,2010,Panama (PAN)
9664952,ANDREAS PETRAKIS,41254,Bulk Carrier,2014,Malta (MLT)
9717981,ANDROMACHE,44028,Bulk Carrier,2017,Liberia (LBR)
9426714,ANDROMEDA,33997,Bulk Carrier,2011,Marshall Islands (MHL)
9705110,ANDROMEDA,36317,Bulk Carrier,2016,Cyprus (CYP)
9798844,ANDROMEDA OCEAN,43291,Bulk Carrier,2017,Panama (PAN)
9505352,ANDROS,43024,Bulk Carrier,2010,Marshall Islands (MHL)
9720304,ANDROS ISLAND,35884,Bulk Carrier,2016,Marshall Islands (MHL)
9586356,ANDROUSA,44625,Bulk Carrier,2012,Marshall Islands (MHL)
9370812,ANEMONA,39895,Wood Chips Carrier,2010,Panama (PAN)
9495727,ANEMOS,34554,Bulk Carrier,2011,Greece (GRC)
9511349,ANGEL II,91994,Bulk Carrier,2012,Malta (MLT)
9509528,ANGELE N,31532,Bulk Carrier,2010,"Hong Kong, China (HKG)"
9593725,ANGELINA THE GREAT N,31540,Bulk Carrier,2012,"Hong Kong, China (HKG)"
